station,n_connections,connected_to
YT.BENN,39,1D.FOWL;1D.PIG3;7U.TJTJ;XH.DR15;XH.DR16;XH.RS06;XH.RS08;XH.RS10;XH.RS12;XH.RS15;XH.RS17;YT.AGO1;YT.CLRK;YT.DEVL;YT.DUFK;YT.FALL;YT.HOWD;YT.HOWE;YT.KOLR;YT.MA06;YT.MA07;YT.MA09;YT.MILR;YT.MPAT;YT.MTAK;YT.PECA;YT.RMBO;YT.SILY;YT.SIPL;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.STEW;YT.SURP;YT.SWEI;YT.UPTW;YT.WAIS
YT.SIPL,38,XD.PSP03;XH.DR02;XH.DR15;XH.DR16;XH.RS02;XH.RS06;XH.RS08;XH.RS10;XH.RS12;XH.RS15;XH.RS17;YT.AGO1;YT.BENN;YT.CLRK;YT.DEVL;YT.FALL;YT.HOWE;YT.KOLR;YT.MA06;YT.MA07;YT.MA09;YT.MILR;YT.MPAT;YT.PECA;YT.RMBO;YT.SILY;YT.ST01;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.STEW;YT.SURP;YT.SWEI;YT.UPTW;YT.WAIS;YT.WNDY
IC.HIA,38,1A.NE00;1A.NE26;1A.NE48;1G.EA29;1G.NOP01;1U.SHRD;5G.D10;5G.D16;CB.HEH;CB.SNY;IU.ULN;XG.ELSH;XG.MJPU;XG.SQUAN;XI.DHAA;YP.NE32;YP.NE44;YP.NE57;YP.NE59;YP.NE5D;YP.NE61;YP.NE66;YP.NE6F;YP.NE7D;YP.NE81;YP.NE83;YP.NE8B;YP.NE8I;YP.NE9B;YP.NEA3;YP.NEA5;YP.NEA9;YP.NEAB;YP.NEAD;YP.NEP5;YP.NEP7;ZX.215;ZX.230
MN.VSL,38,1K.GIAN;AC.VLO;CA.CARA;CA.CFAR;CA.CPAL;CH.FUORN;CH.SLE;G.CLF;G.SSB;GE.CART;GE.GHAR;GE.MAHO;HT.LKD;MN.BNI;MN.CLTB;MN.DIVS;MN.GFA;MN.MEB;MN.PDG;MN.WDD;NI.ZOU2;TT.TAMR;TT.TATN;TT.THTN;WM.UCM;XM.A106;XS.N020;YD.MMNN;YD.OBS10;YD.OBS14;YF.DUOK;YF.HVAR;YG.CBP4F;YG.CBP4N;YI.BARR;YI.BOB;YI.GROG;YR.ED15
LD.FRNY,38,7A.BDEG;7K.AN4;7O.ABNH;C8.FORQ;C8.PCAQ;N4.E62A;N4.G65A;N4.K50A;N4.P51A;N4.R53A;N4.R61A;PE.PAKC;PE.PBL2;PE.PN1;PE.PSSK;PO.ACTO;PO.LATQ;PO.MATQ;PO.MEDO;US.GLMI;WU.TOBO;X8.COSY;X8.QM38;X8.QM58;X8.QM76;X8.QM90;X8.QMM5;XI.SC10;XI.SC14;XY.PACW;Y6.HOLY;Y6.MALY;YM.MHCG;YO.X01;YO.X03;YU.B01A;ZN.DC34;ZS.W05
IM.TX02,38,AP.PVFF;BC.PIX;EP.CHC4;GS.OK006;MG.JRQG;MX.HPIG;MX.MOIG;MX.ZAIG;N4.237B;N4.R32B;N4.Z38B;NR.NE74;NR.NE75;NR.NE78;NR.NE79;NR.NE80;NR.NE81;NR.NE82;NR.NE83;TO.SAFR;TX.BRDY;TX.DKNS;US.AMTX;US.MVCO;X2.CRAT;XF.MA28;XF.MA40;XM.NM24;XM.NM32;XM.UT52;XP.N20;XP.S29;XR.FG01;XR.SC25;ZL.I02;ZL.N06;ZL.S05;ZW.AZCF
AK.H21K,38,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.DCPH;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;AT.MID;EO.KLRS;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AF.BLWY,38,6H.FUNH;6H.MASS;8A.GAMM;8A.KANO;8A.NEPA;8A.OKAM;8A.WAND;AF.HARE;AF.KTWE;AF.LBB;AF.MONG;AF.MOPA;AF.POGA;AF.RUDU;AF.SNKL;AF.TEZI;BX.KGCAE;BX.KOOLE;BX.LKGWB;BX.PHPEN;IU.LSZ;NR.NE215;XK.B04KH;XK.B07DX;XK.B17CI;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;XV.SENA;XV.TETE;ZQ.AAM2;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
EO.KLRS,37,AK.C27K;AK.D22K;AK.DCPH;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.M16K;AK.PAX;AK.PPLA;AK.PS06;AK.S31K;AK.V35K;AT.MID;NY.MAYO;NY.TGTN;NY.WGLY;PQ.KLONY;PQ.NAB2;PQ.NBC3;PQ.NBC8;PQ.RICHY;PQ.TUKN;XO.EP16;XO.ET20;XO.KD02;XO.WD49;XO.WD54;XO.WD72;YI.QCB01
AK.PS06,37,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.DCPH;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.TNA;EO.KLRS;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AK.J17K,36,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FALS;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.SPIA;AK.TNA;AT.MID;EO.KLRS;PQ.KLONY
YT.SURP,36,XD.PSP03;XH.DR02;XH.DR15;XH.DR16;XH.RS02;XH.RS06;XH.RS08;XH.RS10;XH.RS12;XH.RS15;XH.RS17;YT.AGO1;YT.BENN;YT.CLRK;YT.DEVL;YT.FALL;YT.HOWE;YT.MA09;YT.MILR;YT.MPAT;YT.PECA;YT.RMBO;YT.SILY;YT.SIPL;YT.ST01;YT.ST02;YT.ST04;YT.ST07;YT.ST14;YT.STEW;YT.SWEI;YT.WAIS;YT.WNDY;ZM.GM01;ZM.N140;ZM.P061
AT.MID,36,7C.MM17;7C.MM26;7C.MM30;AK.DCPH;AK.FYU;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.PAX;AK.PPLA;AK.S31K;AK.V35K;AT.SVW2;EO.KLRS;NY.MAYO;NY.TGTN;XF.GOAT;XJ.SNOW;XO.EP16;XO.EP23;XO.ET20;XO.KD02;XO.LA32;XO.LD42;XO.WD49;XO.WD54;XO.WD58;XO.WD60;XO.WD69;XO.WD72;YG.GLN4;ZE.BULG;ZE.HOLG;ZQ.ETIP
AK.F21K,36,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;EO.KLRS;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AK.G19K,36,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;EO.KLRS;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AK.G27K,35,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.DCPH;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K15K;AK.M16K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.S31K;EO.KLRS;NY.MAYO;NY.TGTN;NY.WGLY;PQ.KLONY;PQ.RICHY;PQ.TUKN;PQ.ULUN
N4.R53A,35,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;LD.FRNY;N4.257A;N4.K43A;N4.K50A;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R50A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;NM.EUAL;NM.SCMO;NM.WADM;PE.PAKC;PE.PSSK;US.GLMI;WU.TOBO;XO.SOKY;XY.PACW;YM.MHCG;YO.D03;YO.X01;YO.X03;YO.X06;YO.X09;YO.X10;ZN.DC34
AK.E19K,35,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.E18K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AK.D20K,35,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D22K;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
YT.SILY,35,1D.ELSW;1D.PIG3;7U.TJTJ;XH.RS06;XH.RS08;XH.RS10;XH.RS12;XH.RS15;XH.RS17;YT.BENN;YT.CLRK;YT.FALL;YT.HOWD;YT.KOLR;YT.LPLY;YT.MA06;YT.MA07;YT.MA09;YT.MCRG;YT.MPAT;YT.MTAK;YT.SIPL;YT.ST01;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.STEW;YT.SURP;YT.THUR;YT.UPTW;YT.WAIS;YT.WILS;YT.WNDY
IU.LSZ,35,6H.FUNH;6H.INCA;6H.MASS;AF.BLWY;AF.HARE;AF.KTWE;AF.LBB;AF.MONG;AF.MOPA;AF.PWET;AF.TEZI;XA.SA76;XD.RUNG;XK.B04KH;XK.B07DX;XK.B17CI;XK.Q05MJ;XK.Q07MR;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;XV.SENA;XV.TETE;ZP.ISOK;ZP.KAMZ;ZP.KASM;ZP.KISH;ZP.LAEL;ZP.MKUS;ZP.MPIK;ZP.MWEN;ZP.PNDA
N4.P51A,34,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;LD.FRNY;N4.257A;N4.K43A;N4.K50A;N4.N41A;N4.P38B;N4.P48A;N4.R40B;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;NM.EUAL;NM.SCMO;NM.WADM;PE.PAKC;PE.PSSK;US.GLMI;WU.TOBO;XO.SOKY;XY.PACW;YM.MHCG;YO.D03;YO.X01;YO.X03;YO.X09;YO.X10;ZN.DC34
N4.R50A,34,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;N4.257A;N4.K43A;N4.K50A;N4.L34B;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;NM.EUAL;NM.SCMO;NM.WADM;PE.PAKC;PE.PSSK;US.GLMI;WU.TOBO;XO.SOKY;XY.PACW;YM.MHCG;YO.D03;YO.X01;YO.X03;YO.X09;YO.X10;ZN.DC34
N4.V51A,34,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;N4.060A;N4.257A;N4.K43A;N4.K50A;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R50A;N4.R53A;N4.R61A;N4.X48A;N4.Y60A;N4.Z38B;NM.EUAL;NM.SCMO;NM.WADM;PE.PAKC;PE.PSSK;US.GLMI;WU.TOBO;XO.SOKY;XY.PACW;YO.D03;YO.X01;YO.X03;YO.X09;YO.X10;ZN.DC34
YT.HOWD,34,1D.ATOL;1D.BREN;1D.ELSW;1D.FOWL;1D.KIBB;1D.PIG3;1D.WELC;7U.TJTJ;YT.BENN;YT.DUFK;YT.KOLR;YT.LPLY;YT.MA06;YT.MA07;YT.MA09;YT.MCRG;YT.MECK;YT.MRTP;YT.MTAK;YT.PECA;YT.RMBO;YT.SILY;YT.ST01;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.STEW;YT.THUR;YT.UPTW;YT.WAIS;YT.WILS;YT.WNDY
US.ECSD,34,4A.MN50;4P.MBB03;6E.SB04;GS.DEC08;GS.KS24;GS.OK006;KY.LLKY;N4.K43A;N4.L34B;N4.N41A;N4.P38B;N4.P48A;N4.R32B;N4.R40B;NM.SCMO;NM.WADM;O2.SC12;OK.HEWI;US.AMTX;US.DGMT;US.GLMI;WY.YHR;XI.SC04;XI.SC09;XI.SC14;XI.SM37;XI.SN44;XO.LE17;XO.MG05;XP.N20;XR.FG01;ZL.N07A;ZT.WEST;ZZ.FWU17
AK.D22K,34,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M14K;AK.M16K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;EO.KLRS;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AF.KTWE,34,6H.INCA;6H.MASS;AF.BLWY;AF.HARE;AF.LBB;AF.MONG;AF.PWET;AF.TEZI;IU.LSZ;XK.B04KH;XK.B07DX;XK.B17CI;XK.Q05MJ;XK.Q07MR;XK.W02NB;XK.W10LW;XK.W12MB;XK.W15SS;XK.Z04NN;XK.Z09CG;XV.SENA;XV.TETE;YH.IFAK;YQ.MATA;YQ.MFRI;ZP.ISOK;ZP.KAMZ;ZP.KASM;ZP.KIBO;ZP.KISH;ZP.MKUS;ZP.MPIK;ZP.MWEN;ZV.CHAA
XO.SOKY,34,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;N4.237B;N4.257A;N4.K43A;N4.K50A;N4.L34B;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;N4.Z38B;NM.EUAL;NM.SCMO;NM.WADM;US.GLMI;WU.TOBO;XY.PACW;YO.D03;YO.X01;YO.X10;Z9.E07;Z9.E31;Z9.W315;ZN.DC34
AK.E18K,33,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;PQ.KLONY;PQ.RICHY
N4.K50A,33,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;LD.FRNY;N4.K43A;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;NM.SCMO;NM.WADM;PE.PAKC;PE.PSSK;PO.LATQ;PO.MATQ;US.GLMI;WU.TOBO;X8.QM38;X8.QM58;X8.QM76;XO.SOKY;XY.PACW;YM.MHCG;YO.X01;ZN.DC34
N4.P48A,33,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;N4.257A;N4.K43A;N4.K50A;N4.L34B;N4.N41A;N4.P38B;N4.P51A;N4.R40B;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;N4.Z38B;NM.EUAL;NM.SCMO;NM.WADM;PE.PAKC;PE.PSSK;US.ECSD;US.GLMI;WU.TOBO;XO.SOKY;XY.PACW;YM.MHCG;YO.X01;YO.X10;ZN.DC34
AK.TNA,33,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.E24K;AK.F21K;AK.FYU;AK.G19K;AK.GAMB;AK.H21K;AK.J17K;AK.J19K;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PPLA;AK.PS01;AK.PS06;AK.SPIA;AT.SVW2;XO.EP16;XO.ET20;XR.GTM;XR.NOM;YG.GLN4;ZE.BULG
PE.PAKC,33,7A.BDEG;7K.AN4;7O.ABNH;C8.FORQ;GS.DEC08;KY.LLKY;LD.FRNY;N4.257A;N4.E62A;N4.G65A;N4.K43A;N4.K50A;N4.N41A;N4.P48A;N4.P51A;N4.R50A;N4.R53A;N4.R61A;N4.V51A;N4.X48A;N4.Y60A;OH.CROH;PE.PBL2;PE.PN1;PE.PSSK;PO.LATQ;PO.MATQ;US.GLMI;WU.TOBO;X8.COSY;YM.MHCG;YU.B01A;ZT.WEST
CB.SNY,33,1G.EA29;1G.NOP01;1U.SHRD;5G.D10;5G.D16;CB.DL2;CB.HEH;IC.HIA;IU.INCN;JP.JTU;KG.TJN;KS.SH2B;YP.NE32;YP.NE44;YP.NE57;YP.NE59;YP.NE5D;YP.NE61;YP.NE66;YP.NE6F;YP.NE7D;YP.NE81;YP.NE83;YP.NE8B;YP.NE8I;YP.NE9B;YP.NEA3;YP.NEA5;YP.NEA9;YP.NEAB;YP.NEAD;YP.NEP5;YP.NEP7
MN.WDD,33,1K.GIAN;AC.VLO;GE.APE;GE.GHAR;GE.MAHO;GE.SKD;GE.ZKR;HT.AGG;HT.LKD;MN.CLTB;MN.DIVS;MN.GFA;MN.PDG;MN.VSL;MN.VTS;TT.TAMR;TT.TATN;TT.THTN;XS.N020;XS.N039;XS.S009;XS.S037;XS.S040;YD.3B13;YD.GROM;YD.MMNN;YD.OBS14;YF.DUOK;YF.HVAR;YF.MARJ;YI.BARR;YI.BOB;YI.GROG
AK.E24K,33,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M14K;AK.M16K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;EO.KLRS;NY.MAYO;PQ.KLONY;PQ.RICHY;PQ.TUKN
AK.C18K,32,AK.A19K;AK.A22K;AK.C16K;AK.C27K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GAMB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.TNA;PQ.KLONY;PQ.RICHY
II.AAK,32,CD.WMQ;CK.MNAS;II.NIL;KN.ULHL;KR.BTK;KR.SFK;KR.TRKS;KZ.MAKZ;KZ.OTUK;QZ.AKST;QZ.BRZS;QZ.CHM;QZ.SEM;QZ.TDK;QZ.USHN;QZ.ZHTS;QZ.ZSN;TF.KHO;TJ.CHGR;TJ.GEZN;TJ.MURGB;TJ.SHAA;XP.ORTK;XV.NW140;XV.NW300;XV.SW060;XW.AKSU;XW.ATUS;XW.BCHU;XW.KHA;XW.KSA;XW.PDG
PQ.KLONY,32,AK.A22K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.DCPH;AK.E18K;AK.E19K;AK.E24K;AK.E27K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;AK.S31K;AK.V35K;EO.KLRS;NY.MAYO;NY.TGTN;PQ.RICHY;PQ.TUKN;PQ.ULUN;YI.QCB01
AK.E27K,32,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.C27K;AK.D20K;AK.D22K;AK.DCPH;AK.E18K;AK.E19K;AK.E24K;AK.F21K;AK.FYU;AK.G19K;AK.G27K;AK.GLB;AK.H21K;AK.J17K;AK.J19K;AK.J26L;AK.PAX;AK.PPLA;AK.PS01;AK.PS06;EO.KLRS;NY.MAYO;NY.TGTN;NY.WGLY;PQ.KLONY;PQ.RICHY;PQ.TUKN;PQ.ULUN
PO.MATQ,32,4A.MN50;7O.ABNH;C8.FORQ;C8.PCAQ;LD.FRNY;N4.E62A;N4.G65A;N4.K50A;OH.CROH;PE.PAKC;PE.PBL2;PE.PN1;PE.PSSK;PO.ACTO;PO.KJKQ;PO.LATQ;PO.MEDO;US.GLMI;WU.TOBO;X8.QM38;X8.QM58;X8.QM76;X8.QM90;X8.QMM5;XI.SC04;XI.SC09;XI.SC10;XI.SC14;XY.PACW;Y6.HOLY;YM.MHCG;YU.B01A
AF.UPI,32,8A.AIAI;8A.AROB;8A.BAHE;8A.GAMM;8A.KANO;8A.MALT;8A.OKAM;8A.OTJO;8A.SOLI;8A.WAND;8A.WEWE;AF.CVNA;AF.GRM;AF.HVD;AF.PKA;AF.POGA;AF.SNKL;AF.WIN;BX.KGCAE;BX.KHWEE;BX.KOOLE;BX.LKGWB;BX.PHPEN;BX.XAUDM;XK.B04KH;XK.B07DX;XK.B17CI;ZQ.AAM2;ZT.CRAIL;ZT.DULL;ZT.NHAM;ZT.WTBG
AK.GAMB,32,AK.A19K;AK.A22K;AK.C16K;AK.C18K;AK.D20K;AK.D22K;AK.E18K;AK.E19K;AK.F21K;AK.FALS;AK.G19K;AK.H21K;AK.J17K;AK.J19K;AK.K13K;AK.K15K;AK.M11K;AK.M14K;AK.M16K;AK.O14K;AK.PPLA;AK.PS06;AK.SPIA;AK.TNA;AT.SVW2;IU.BILL;XO.EP16;XO.EP23;XO.ET20;XR.GTM;XR.NOM;ZE.BULG
N4.X48A,32,6E.SB04;7A.BDEG;GS.DEC08;KY.LLKY;N4.060A;N4.237B;N4.257A;N4.K43A;N4.K50A;N4.N41A;N4.P38B;N4.P48A;N4.P51A;N4.R40B;N4.R50A;N4.R53A;N4.V51A;N4.Y60A;N4.Z38B;NM.EUAL;NM.SCMO;NM.WADM;PE.PAKC;XO.SOKY;XR.FG01;XY.PACW;YO.X10;Z9.E07;Z9.E31;Z9.W315;ZN.DC34;ZW.AZCF
IU.INCN,31,1A.NE00;1A.NE26;1A.NE48;5G.D10;5G.D16;CB.DL2;CB.NJ2;CB.SNY;IC.SSE;JP.JNU;XG.MJPU;XG.SQUAN;XI.DHAA;XL.HMP;YP.NE32;YP.NE44;YP.NE57;YP.NE59;YP.NE5D;YP.NE66;YP.NE6F;YP.NE7D;YP.NE8B;YP.NE9B;YP.NEP5;YY.004;ZQ.103;ZQ.159;ZQ.184;ZX.215;ZX.230
YT.UPTW,31,1D.ELSW;1D.FOWL;1D.PIG3;7U.TJTJ;XH.RS10;XH.RS12;YT.BENN;YT.CLRK;YT.FALL;YT.HOWD;YT.KOLR;YT.LPLY;YT.MA06;YT.MA07;YT.MA09;YT.MCRG;YT.MECK;YT.MPAT;YT.MTAK;YT.PECA;YT.RMBO;YT.SILY;YT.SIPL;YT.ST02;YT.ST04;YT.ST07;YT.ST10;YT.ST14;YT.STEW;YT.THUR;YT.WAIS
YT.MILR,31,G.CCD;XD.PSP03;XH.DR02;XH.DR15;XH.DR16;XH.RS02;XH.RS06;XH.RS08;XH.RS10;XH.RS12;XH.RS15;XH.RS17;YT.AGO1;YT.BENN;YT.DEVL;YT.FALL;YT.HOWE;YT.MPAT;YT.SIPL;YT.SURP;YT.SWEI;YT.WNDY;ZJ.DONT;ZJ.RKST;ZM.GM01;ZM.GM02;ZM.GM03;ZM.N140;ZM.N156;ZM.P061;ZM.P080
HL.RDO,31,3K.NIKI;AC.VLO;GE.TIRR;GF.TEPE;HL.ARG;HT.AGG;IU.KIEV;KO.DKL;KO.ELL;MN.DIVS;MN.PDG;MN.VTS;PL.KWP;PL.NIE;RU.ANN;XS.N039;YB.AT06;YB.AT19;YB.AT44;YB.AT49;YB.AT56;YB.AT63;YB.SM05;YD.3B13;YD.3D08;YD.3D14;YD.3F11;YD.3H07;YD.6C04;YH.KO07;YR.ED15
IE.IRCI,31,CI.PDM;I0.RD179;IE.BCYI;MB.HRY;NN.DIX;NN.RUB;NN.SLVR;PB.B934;PQ.LHLYB;TD.TD009;UO.LAIR;UO.RSBO;UO.TOMA;US.DGMT;US.HAWA;US.KNB;US.MVCO;WY.YHR;XC.OR061;XC.OR088;XC.OR100;XE.SNPG9;XP.N16;XP.N20;XP.S29;XQ.ME10;XQ.ME62;XR.FA23;XR.FA24;XR.FA27;YH.L01
MN.CLTB,31,1K.GIAN;AC.VLO;CA.CPAL;CH.FUORN;GE.APE;GE.GHAR;GE.MAHO;GE.SKD;HT.AGG;MN.BNI;MN.DIVS;MN.PDG;MN.VSL;MN.VTS;MN.WDD;NI.ZOU2;TT.TAMR;TT.TATN;TT.THTN;XS.S009;XS.S037;XS.S040;YD.3B13;YD.GROM;YD.MMNN;YD.OBS14;YG.CBP4N;YI.BARR;YI.BOB;YI.GROG;YR.ED15
CB.DL2,31,1G.EA29;1G.NOP01;1U.SHRD;5G.D10;5G.D16;CB.NJ2;CB.SNY;IC.SSE;IU.INCN;JP.JHS;JP.JNU;JP.JTU;KG.TJN;KS.SH2B;YP.NE32;YP.NE44;YP.NE57;YP.NE59;YP.NE5D;YP.NE61;YP.NE66;YP.NE6F;YP.NE7D;YP.NE81;YP.NE83;YP.NE8B;YP.NEA3;YP.NEA5;YP.NEA9;YP.NEP5;YP.NEP7
IU.ULN,31,1A.NE48;1G.NOP01;1G.WA05;1G.WA08;IC.HIA;II.TLY;X2.260;X2.281;XG.ELSH;XG.MJPU;XL.HD03;XL.HD09;XL.HD21;XL.HD25;XL.HD41;XL.HD48;XL.HD54;XL.HD68;XL.HD72;XL.HD73;XL.HD74;XL.HD75;YP.NE32;YP.NE44;YP.NE61;YP.NE66;YP.NE81;YP.NE83;YP.NEA3;YP.NEP7;ZV.XWAN
