net1,sta1,lat1,lon1,net2,sta2,lat2,lon2,distance_km,shared_days
YT,DEVL,-81.4755,161.973,XH,DR15,-79.492798,-179.919296,396.65064997445194,673
YT,DEVL,-81.4755,161.973,XH,RS06,-79.283501,-171.620193,541.3433465343172,677
YT,DEVL,-81.4755,161.973,YT,SURP,-84.7199,-171.2017,499.40941565024616,3016
YT,DEVL,-81.4755,161.973,XH,RS15,-80.496597,-169.978806,495.2933248749779,669
YT,DEVL,-81.4755,161.973,XH,RS17,-81.401604,-162.973801,571.4952789371401,665
YT,DEVL,-81.4755,161.973,XH,RS10,-79.278801,-155.467697,806.3598196170101,748
YT,DEVL,-81.4755,161.973,YT,MPAT,-78.0297,-155.0221,904.8588353508626,3025
YT,DEVL,-81.4755,161.973,YT,HOWE,-87.4158,-149.4267,787.6939747231721,1763
YT,DEVL,-81.4755,161.973,YT,BENN,-84.5731,-117.3923,1036.2661014137072,2317
YT,DEVL,-81.4755,161.973,ZM,GM01,-83.985802,104.729103,810.8123377681417,261
YT,DEVL,-81.4755,161.973,ZM,N140,-82.008598,96.769203,988.3289732070592,1275
YT,DEVL,-81.4755,161.973,YT,MILR,-83.3063,156.2517,220.07174185186884,2614
YT,DEVL,-81.4755,161.973,ZJ,RKST,-74.201065,159.001755,811.6066359010874,1077
YT,DEVL,-81.4755,161.973,ZJ,DONT,-73.876846,165.12001,847.9186053804442,1082
YT,DEVL,-81.4755,161.973,XH,RS02,-78.492897,173.345795,396.4251855992763,682
ZL,I02,25.684299,-110.099602,NR,NE74,28.007509,-114.013802,466.35500776802184,240
ZL,I02,25.684299,-110.099602,ZL,N06,27.174299,-111.153603,196.12126775677555,354
ZL,I02,25.684299,-110.099602,NR,NE82,26.915661,-109.230843,162.00886737314127,229
ZL,I02,25.684299,-110.099602,ZL,S05,23.347799,-108.094299,329.61942517784746,354
ZL,I02,25.684299,-110.099602,NR,NE83,24.730881,-107.739326,260.04224085685735,125
ZL,I02,25.684299,-110.099602,XF,MA36,19.3594,-104.893204,883.2556688659935,258
ZL,I02,25.684299,-110.099602,XF,MA40,20.219801,-103.942001,875.3299508864714,251
ZL,I02,25.684299,-110.099602,XF,MA28,20.1786,-102.597,981.9827429902887,258
XI,KR42,0.037997,35.726284,XI,HOSA,7.563968,37.857258,869.5621858908065,182
XI,KR42,0.037997,35.726284,XI,CHEF,6.16128,38.210144,734.5628617159051,100
WU,TOBO,45.225804,-81.523445,N4,V51A,35.803299,-84.351097,1074.4639409735692,1409
WU,TOBO,45.225804,-81.523445,KY,LLKY,36.92159,-88.096558,1074.409347109579,4566
WU,TOBO,45.225804,-81.523445,XO,SOKY,37.5256,-85.961899,932.5008137288756,683
WU,TOBO,45.225804,-81.523445,XO,LE17,37.9874,-89.1763,1024.9865322168564,407
WU,TOBO,45.225804,-81.523445,NM,SCMO,38.761799,-90.641296,1040.1004632768932,1450
WU,TOBO,45.225804,-81.523445,N4,N41A,40.7077,-90.8552,909.537323307826,4501
WU,TOBO,45.225804,-81.523445,ZT,WEST,40.416389,-86.7725,684.7091031377747,327
WU,TOBO,45.225804,-81.523445,GS,DEC08,39.861045,-88.924888,849.9089987910522,4268
WU,TOBO,45.225804,-81.523445,N4,P48A,39.4605,-85.4258,716.6009503404107,4280
WU,TOBO,45.225804,-81.523445,N4,P51A,39.4818,-83.060097,651.0310278910616,1339
WU,TOBO,45.225804,-81.523445,N4,K43A,42.7044,-88.332,612.5274084002513,4482
WU,TOBO,45.225804,-81.523445,XI,SC04,49.624001,-89.675003,783.616420349133,414
WU,TOBO,45.225804,-81.523445,XI,SN44,46.716999,-93.125999,910.9917953229204,447
WU,TOBO,45.225804,-81.523445,XI,SC09,49.740002,-86.754997,637.2528794770672,445
WU,TOBO,45.225804,-81.523445,US,GLMI,44.8245,-84.6175,247.21271322995662,4455
WU,TOBO,45.225804,-81.523445,XI,SC10,49.752998,-83.817001,532.0139003985944,450
WU,TOBO,45.225804,-81.523445,N4,R53A,38.3307,-81.952202,767.5221479255413,1137
WU,TOBO,45.225804,-81.523445,OH,CROH,41.293858,-82.152496,440.1662626234612,760
WU,TOBO,45.225804,-81.523445,PO,MEDO,43.1646,-78.454597,335.19700037294285,471
WU,TOBO,45.225804,-81.523445,7A,BDEG,37.331501,-77.208298,948.6115856218943,694
WU,TOBO,45.225804,-81.523445,PE,PAKC,41.37471,-77.932533,517.386820990497,3582
WU,TOBO,45.225804,-81.523445,X8,QM90,52.2915,-77.098801,849.5833192104054,518
WU,TOBO,45.225804,-81.523445,PO,ACTO,43.6087,-80.062401,213.99638182505007,470
WU,TOBO,45.225804,-81.523445,PE,PBL2,41.9981,-79.528809,393.1583923135595,2979
WU,TOBO,45.225804,-81.523445,PE,PSSK,40.642586,-76.164978,670.5173469309342,3598
WU,TOBO,45.225804,-81.523445,PE,PN1,40.52588,-79.716735,542.9087342779941,2102
WU,TOBO,45.225804,-81.523445,YM,MHCG,44.2571,-75.7522,468.2580175279149,960
WU,TOBO,45.225804,-81.523445,ZN,DC34,38.8634,-76.985199,800.2620454817546,128
WU,TOBO,45.225804,-81.523445,N4,R61A,38.3303,-75.339,921.7898673687213,4051
WU,TOBO,45.225804,-81.523445,X8,QM76,50.764801,-74.817596,792.0001078979242,563
WU,TOBO,45.225804,-81.523445,PO,LATQ,47.3835,-72.7819,712.5868448990799,2101
WU,TOBO,45.225804,-81.523445,ZS,W05,39.379101,-71.982002,1017.7876049012563,122
WU,TOBO,45.225804,-81.523445,7O,ABNH,43.4819,-71.2471,839.1120680467543,1040
WU,TOBO,45.225804,-81.523445,X8,QM38,47.675201,-70.853104,860.802105899161,708
WU,TOBO,45.225804,-81.523445,C8,FORQ,48.7542,-69.1135,1018.2554943479741,1286
WU,TOBO,45.225804,-81.523445,N4,G65A,45.2002,-67.5632,1092.1987355963897,3859
XE,UYUN,-20.461914,-66.74688,XE,SALI,-19.62011,-67.724533,138.53352281822384,229
XE,UYUN,-20.461914,-66.74688,XE,CRUZ,-19.103399,-66.221199,160.7618025192731,170
XB,PS16,37.2131,-5.0491,XB,PM04,35.402599,-5.1525,201.53185260919585,900
XB,PS16,37.2131,-5.0491,ZI,MB16,29.7026,-9.5269,932.4181514781772,507
XB,PS16,37.2131,-5.0491,XB,PM18,34.150002,-4.8195,341.2317685090277,900
XB,PS16,37.2131,-5.0491,ZI,MB19,29.741051,-7.979389,874.0351306433911,209
XB,PS16,37.2131,-5.0491,XB,PM25,32.875702,-4.888,482.51998796196665,815
XB,PS16,37.2131,-5.0491,3D,MM05,30.680401,-6.3895,736.8248032951647,668
XB,PS16,37.2131,-5.0491,XB,PS37,38.999699,-4.9555,198.82971225337002,727
XB,PS16,37.2131,-5.0491,XB,PS57,37.011501,-2.9864,184.27056304263007,767
XB,PS16,37.2131,-5.0491,PM,PFVI,37.132832,-8.826829,334.81081142303015,867
AF,UPI,-28.362,21.253,AF,CVNA,-31.482,19.762,375.49515594091713,5517
AF,UPI,-28.362,21.253,8A,GAMM,-20.2505,20.8253,902.99687404025,1243
AF,UPI,-28.362,21.253,AF,HVD,-30.605,25.497,480.5203532672666,5327
AF,UPI,-28.362,21.253,XK,B07DX,-20.549,22.749399,881.838903153897,278
AF,UPI,-28.362,21.253,BX,XAUDM,-18.53956,21.338223,1092.2414700805514,582
AF,UPI,-28.362,21.253,XK,B04KH,-20.474199,24.513901,937.0172135313236,276
AF,UPI,-28.362,21.253,8A,WAND,-24.649982,19.743595,439.22003371002967,470
AF,UPI,-28.362,21.253,AF,WIN,-22.5667,17.1,767.3534144165687,3906
AF,UPI,-28.362,21.253,8A,SOLI,-23.861238,16.039537,721.9099199457587,478
AF,UPI,-28.362,21.253,8A,KANO,-19.194901,19.4398,1035.8439331232591,1094
AF,UPI,-28.362,21.253,BX,LKGWB,-24.11351,21.782303,475.34944170749617,2085
AF,UPI,-28.362,21.253,8A,OTJO,-20.018,15.9799,1070.542008697831,1096
AF,UPI,-28.362,21.253,8A,AROB,-26.798342,19.647346,235.09936551500275,364
AF,UPI,-28.362,21.253,AF,PKA,-29.67,22.757,206.2514768391776,1023
AF,UPI,-28.362,21.253,8A,WEWE,-21.209,16.809099,912.9301217911857,805
AF,UPI,-28.362,21.253,BX,KGCAE,-22.853821,22.206787,619.8947768237833,2130
AF,UPI,-28.362,21.253,ZQ,AAM2,-26.473,27.490999,650.4553283990595,475
AF,UPI,-28.362,21.253,ZT,CRAIL,-22.80259,28.24304,934.2729482073358,1117
AF,UPI,-28.362,21.253,ZT,WTBG,-24.2119,28.88291,889.3656007347959,1148
AF,UPI,-28.362,21.253,ZT,DULL,-25.36478,30.17588,945.4383138923929,1032
X8,QM90,52.2915,-77.098801,XI,SC04,49.624001,-89.675003,928.0175634764039,288
X8,QM90,52.2915,-77.098801,XI,SC09,49.740002,-86.754997,731.9157860704498,322
X8,QM90,52.2915,-77.098801,US,GLMI,44.8245,-84.6175,996.6079605355633,540
X8,QM90,52.2915,-77.098801,XI,SC10,49.752998,-83.817001,547.8354753953153,322
X8,QM90,52.2915,-77.098801,PO,MEDO,43.1646,-78.454597,1019.870619749428,322
X8,QM90,52.2915,-77.098801,PO,ACTO,43.6087,-80.062401,990.1681158470825,321
X8,QM90,52.2915,-77.098801,X8,QM76,50.764801,-74.817596,231.75859960502976,218
X8,QM90,52.2915,-77.098801,PO,LATQ,47.3835,-72.7819,627.1784775985647,540
X8,QM90,52.2915,-77.098801,X8,QM38,47.675201,-70.853104,679.870506747171,218
X8,QM90,52.2915,-77.098801,Y6,HOLY,46.525902,-66.463997,999.7578421847459,218
KN,ULHL,42.245602,76.241699,TJ,SHAA,37.562,68.122803,865.8433260949917,1258
KN,ULHL,42.245602,76.241699,TJ,CHGR,38.656898,69.158203,719.6626526429595,1343
KN,ULHL,42.245602,76.241699,XG,SAB01,34.73164,72.336189,901.7395330980228,91
KN,ULHL,42.245602,76.241699,II,AAK,42.6375,74.4942,149.86845055753793,6189
KN,ULHL,42.245602,76.241699,KR,TRKS,41.472454,71.167327,428.8764327489677,242
KN,ULHL,42.245602,76.241699,CK,MNAS,42.49321,72.49757,308.7942222526465,252
KN,ULHL,42.245602,76.241699,KR,BTK,40.06675,70.81572,514.6928157312309,2145
KN,ULHL,42.245602,76.241699,XW,ATUS,39.716,76.157204,281.36866465971025,110
KN,ULHL,42.245602,76.241699,XP,ORTK,41.039398,75.056801,166.38047231052093,621
KN,ULHL,42.245602,76.241699,Y2,NOCO,33.719398,80.389801,1015.0370514062689,109
KN,ULHL,42.245602,76.241699,KZ,MAKZ,46.807999,81.976997,680.8607143153981,2919
KN,ULHL,42.245602,76.241699,XW,KSA,41.5425,77.925697,159.81123723220963,680
KN,ULHL,42.245602,76.241699,XW,AKSU,41.1441,80.109802,343.6870577744863,403
CA,CPAL,42.310533,3.16244,MN,CLTB,37.578,13.216,1004.6926992088808,1504
CA,CPAL,42.310533,3.16244,1L,ST30,37.734164,-6.621247,975.2765223184228,135
CA,CPAL,42.310533,3.16244,CA,CARA,42.707643,0.818132,197.16301915389508,2970
CA,CPAL,42.310533,3.16244,MN,BNI,45.052,6.678,415.6674969656677,2122
CA,CPAL,42.310533,3.16244,CH,FUORN,46.620334,10.263551,739.2127758875117,3161
CA,CPAL,42.310533,3.16244,GB,JSA,49.18783,-2.17167,869.0105031303914,3053
YY,GORE,8.1501,35.533001,YY,ABMD,11.8317,35.5825,409.41167947476856,655
YY,GORE,8.1501,35.533001,YY,NEKE,9.089,36.523701,150.87128746485362,675
YY,GORE,8.1501,35.533001,YY,CHGE,10.9614,36.518398,330.7460108291202,665
YY,GORE,8.1501,35.533001,YY,DAQU,13.1448,37.897598,612.5189833172693,154
XK,Q07MR,-13.1967,37.4986,AF,KTWE,-12.814,28.209,1007.302608220803,142
XK,Q07MR,-13.1967,37.4986,XK,Z04NN,-13.075,30.6276,744.129820160629,661
XK,Q07MR,-13.1967,37.4986,XK,W02NB,-13.724,33.559898,429.94441804145106,652
XK,Q07MR,-13.1967,37.4986,XV,TETE,-16.129999,33.57,533.7940533121339,156
XK,Q07MR,-13.1967,37.4986,XK,W10LW,-12.6208,34.165199,366.91723893723514,655
XK,Q07MR,-13.1967,37.4986,XK,W15SS,-15.6818,34.974701,387.56762458319054,656
XK,Q07MR,-13.1967,37.4986,XK,Q05MJ,-13.3953,36.125702,150.19947062859632,157
YD,OBS10,39.655998,17.802401,MN,VTS,42.618,23.235,561.4651298121227,97
YD,OBS10,39.655998,17.802401,MN,BNI,45.052,6.678,1091.9155024030215,97
YD,OBS10,39.655998,17.802401,GE,PSZ,47.918201,19.8934,933.8248150191753,97
YD,OBS10,39.655998,17.802401,GE,APE,37.068901,25.5306,732.3140053433715,97
XG,DGSU,39.131145,42.729748,XG,KTLN,37.953327,41.705223,158.40185932544577,244
XG,DGSU,39.131145,42.729748,XG,BYBT,40.235348,40.265499,244.00234979183108,177
XG,DGSU,39.131145,42.729748,GE,MRNI,33.01178,35.391998,946.9208525590045,153
GE,DAG,76.771301,-18.655001,XF,NE1,74.87175,-38.55117,578.122986647814,703
GE,DAG,76.771301,-18.655001,XF,NE3,76.394577,-43.458302,636.5567715761089,700
GE,DAG,76.771301,-18.655001,YV,HJO,70.352203,-28.164,771.6810292847249,351
GE,DAG,76.771301,-18.655001,DK,KULLO,74.580498,-57.2201,1067.363779253459,4432
GE,DAG,76.771301,-18.655001,PL,HSPB,77.001877,15.53318,850.7413300669741,5523
ZJ,DONT,-73.876846,165.12001,XH,DR15,-79.492798,-179.919296,727.7180928050493,368
ZJ,DONT,-73.876846,165.12001,XH,RS06,-79.283501,-171.620193,838.3853333913676,368
ZJ,DONT,-73.876846,165.12001,XH,RS15,-80.496597,-169.978806,942.7954571407289,367
ZJ,DONT,-73.876846,165.12001,XH,RS17,-81.401604,-162.973801,1100.6026274225364,337
ZJ,DONT,-73.876846,165.12001,YT,MILR,-83.3063,156.2517,1063.4514876285505,1064
ZJ,DONT,-73.876846,165.12001,ZJ,RKST,-74.201065,159.001755,190.42906617544298,1078
ZJ,DONT,-73.876846,165.12001,XH,RS02,-78.492897,173.345795,556.579734309118,377
XB,CM06,2.385,11.268,XB,CM29,9.347,13.385,808.7382923603047,464
XB,CM06,2.385,11.268,XB,CM24,6.523,14.288,568.993110068362,380
XB,CM06,2.385,11.268,XB,CM03,3.519,15.034,436.7945686906896,265
XB,CM06,2.385,11.268,XB,CM02,2.698,13.289,227.1856649903601,225
XB,CM06,2.385,11.268,XB,CM17,5.546,12.312,370.07027578752724,317
XB,CM06,2.385,11.268,XB,CM01,2.389,9.834,159.31600157059145,319
BL,COR2,-17.743299,-48.689201,BL,CANB,-22.96814,-50.37785,607.0374794054177,229
JP,JTU,34.5275,129.396332,CB,NJ2,32.051701,118.854401,1017.2275976763194,1835
JP,JTU,34.5275,129.396332,KS,SH2B,38.2686,128.2524,428.3946635954946,1089
JP,JTU,34.5275,129.396332,JP,JHJ2,33.115299,139.813797,974.6122029823619,4258
JP,JTU,34.5275,129.396332,JP,JWT,35.285671,135.398666,553.7137236900999,4271
JP,JTU,34.5275,129.396332,JP,JMN,33.731499,133.876328,421.70966217473995,4270
JP,JTU,34.5275,129.396332,PS,TSK,36.2108,140.1097,988.7273444529383,3592
JP,JTU,34.5275,129.396332,JP,JNU,33.125,130.876694,207.4067788400877,4270
JP,JTU,34.5275,129.396332,1U,SHRD,41.945759,128.791214,826.5585041477815,348
JP,JTU,34.5275,129.396332,JP,JSD,38.040001,138.257172,884.5300134191934,4271
7C,MM30,64.2803,-128.8747,YG,GLN4,61.789501,-147.679596,983.638870066427,570
7C,MM30,64.2803,-128.8747,AT,MID,59.427799,-146.338806,1058.0584031773749,636
7C,MM30,64.2803,-128.8747,7C,MM26,63.081,-130.1928,148.33938177158868,632
7C,MM30,64.2803,-128.8747,XJ,SNOW,56.8922,-132.3526,842.874144668515,179
7C,MM30,64.2803,-128.8747,NY,TGTN,61.5267,-128.27268,307.6976146113187,487
7C,MM30,64.2803,-128.8747,NY,MAYO,63.59581,-135.89209,350.970424183489,618
7C,MM30,64.2803,-128.8747,NY,WGLY,63.22815,-123.45841,290.77977124370614,636
7C,MM30,64.2803,-128.8747,RV,DEDWA,56.644562,-117.389069,1053.685874065435,599
7C,MM30,64.2803,-128.8747,PQ,NBC3,59.63716,-120.66875,670.1880973211737,499
XM,ANB17,-25.2429,-59.8069,C1,AC02,-26.835517,-69.129067,947.8012767196954,264
XM,ANB17,-25.2429,-59.8069,XM,ANB11,-25.951,-62.49889,281.1987418582741,502
XM,ANB17,-25.2429,-59.8069,ON,TIJ01,-25.908848,-49.024242,1083.7201912228556,142
XM,ANB17,-25.2429,-59.8069,XM,ANB09,-25.4413,-66.2624,649.0543715759007,349
XM,ANB17,-25.2429,-59.8069,XM,ANB20,-26.7962,-65.316,576.889009607952,557
XM,ANB17,-25.2429,-59.8069,XM,ANB03,-23.50208,-66.11349,667.361588631434,551
XM,ANB17,-25.2429,-59.8069,XM,ANB10,-25.0271,-64.5865,481.71540964364783,553
XM,ANB17,-25.2429,-59.8069,XM,ANB16,-24.0911,-61.4628,210.7111623558304,559
XM,ANB17,-25.2429,-59.8069,XM,CB22,-24.00541,-68.52551,891.8076910416452,503
XS,L02A,-1.1667,-17.4085,XS,I04D,-2.123817,-16.17326,173.7135308817424,382
XS,L02A,-1.1667,-17.4085,XS,L16D,0.8933,-7.8953,1082.2789386318968,370
XS,L02A,-1.1667,-17.4085,XS,S32D,-0.7968,-15.647,200.11365848136387,363
XS,L02A,-1.1667,-17.4085,XS,L37D,1.5657,-14.9718,407.0760502814087,355
XS,L02A,-1.1667,-17.4085,XS,I14D,-0.3522,-7.952395,1055.2646285815283,372
XS,L02A,-1.1667,-17.4085,XS,S24D,-0.1383,-12.7806,527.112894046464,366
XS,L02A,-1.1667,-17.4085,XS,L39D,2.0557,-11.4905,749.187867957726,353
XS,L02A,-1.1667,-17.4085,XS,L18D,0.5769,-9.3765,913.8752364889621,369
XO,KD02,57.8618,-152.6575,XO,WD69,53.782065,-160.34289,659.7712675632968,405
XO,KD02,57.8618,-152.6575,XO,WD67,52.162563,-160.035832,788.3001492751597,406
XO,KD02,57.8618,-152.6575,XO,LA32,54.4982,-157.8522,492.92158174837743,459
XO,KD02,57.8618,-152.6575,XO,EP23,56.9071,-157.0201,282.1323178498817,351
XO,KD02,57.8618,-152.6575,XO,WD58,53.906227,-155.035345,464.0940994181795,408
XO,KD02,57.8618,-152.6575,XO,WD49,54.399083,-151.89947,387.8853186598966,409
XO,KD02,57.8618,-152.6575,XO,WD72,56.257748,-151.81063,185.56340058240224,400
XO,KD02,57.8618,-152.6575,AT,SVW2,61.1082,-155.621704,397.79674288257627,228
XO,KD02,57.8618,-152.6575,XO,ET20,58.1304,-154.9716,139.5965734049344,427
XO,KD02,57.8618,-152.6575,AT,MID,59.427799,-146.338806,404.73215356603924,465
XO,KD02,57.8618,-152.6575,EO,KLRS,61.03095,-138.40663,876.9283742440209,287
XO,KD02,57.8618,-152.6575,NY,MAYO,63.59581,-135.89209,1107.0518142592628,352
XM,NM24,34.046871,-106.119606,XM,UT52,37.234776,-110.131325,506.9280118199551,380
XM,NM24,34.046871,-106.119606,XM,NM32,34.980724,-107.264282,147.58620218755016,396
YH,IFAK,-8.1397,36.6828,AF,KTWE,-12.814,28.209,1062.0931119739857,275
YH,IFAK,-8.1397,36.6828,ZP,MKUS,-13.6035,29.379101,1002.3217551249461,122
YH,IFAK,-8.1397,36.6828,ZP,MPIK,-11.821,31.4517,703.9966796081918,219
YH,IFAK,-8.1397,36.6828,AF,LBB,-11.631,27.485001,1079.5795705707137,106
YH,IFAK,-8.1397,36.6828,ZP,KASM,-10.2174,31.1401,650.7767501686781,239
YH,IFAK,-8.1397,36.6828,ZP,MWEN,-10.0582,28.7017,901.8247137673104,137
YH,IFAK,-8.1397,36.6828,ZP,ISOK,-10.1708,32.645699,497.39122175327986,265
YH,IFAK,-8.1397,36.6828,YH,WALE,-9.7896,37.917,228.10773443213688,261
YH,IFAK,-8.1397,36.6828,YH,MTWA,-10.2776,40.194,452.794944513063,254
WF,SPG,52.32553,-3.01928,CA,CARA,42.707643,0.818132,1107.1979551217348,578
WF,SPG,52.32553,-3.01928,GB,JSA,49.18783,-2.17167,353.9478470060506,556
WF,SPG,52.32553,-3.01928,DK,MUD,56.455,9.1733,911.372674631658,570
WF,SPG,52.32553,-3.01928,GB,LAWE,56.26,-5.399,463.88179675594654,578
WF,SPG,52.32553,-3.01928,GB,WACR,52.72433,0.62833,250.69519902636938,523
WF,SPG,52.32553,-3.01928,GB,GAL1,54.86633,-4.71133,303.76696677599926,560
WF,SPG,52.32553,-3.01928,EI,IDGL,55.073,-7.51,424.95690145716253,583
WF,SPG,52.32553,-3.01928,EI,IMAC,51.845801,-9.070097,416.7381955937723,583
WF,SPG,52.32553,-3.01928,EI,DSB,53.24519,-6.37619,247.8045643012262,583
XQ,ME10,40.959099,-122.461899,PB,B934,39.844501,-123.691399,161.85890256596724,257
XQ,ME10,40.959099,-122.461899,XQ,ME62,39.534,-121.918999,165.02599503707248,434
XQ,ME10,40.959099,-122.461899,XC,OR100,42.770699,-119.013199,349.43201726746804,384
XQ,ME10,40.959099,-122.461899,XC,OR088,42.965599,-117.302299,481.3080491716869,270
XQ,ME10,40.959099,-122.461899,XC,OR061,43.3922,-120.561302,312.5902406705588,266
XQ,ME10,40.959099,-122.461899,IE,IRCI,43.515301,-112.033302,903.6216517433926,396
XQ,ME10,40.959099,-122.461899,IE,BCYI,44.310799,-113.405197,828.6864524835071,468
XQ,ME10,40.959099,-122.461899,US,HAWA,46.3925,-119.5327,648.3459462780473,591
XQ,ME10,40.959099,-122.461899,MB,HRY,46.711285,-111.831786,1064.3225734477896,591
YF,PB49,52.4916,17.804701,MN,DIVS,44.0981,19.9917,947.1159512914533,159
YF,PB49,52.4916,17.804701,CH,FUORN,46.620334,10.263551,848.8473763389718,234
YF,PB49,52.4916,17.804701,YG,CBP4F,47.720261,15.97801,546.261252011156,100
YF,PB49,52.4916,17.804701,ZU,PA69,53.238701,19.841999,160.00447744691905,147
XP,S29,36.959099,-106.535202,XP,N20,38.917702,-106.187599,219.90947161094428,449
XP,S29,36.959099,-106.535202,US,MVCO,37.19956,-108.49251,175.6791793386148,433
XP,S29,36.959099,-106.535202,IE,IRCI,43.515301,-112.033302,865.1335631930167,180
XP,S29,36.959099,-106.535202,IE,BCYI,44.310799,-113.405197,1001.3365917676952,302
XP,S29,36.959099,-106.535202,XR,SC25,33.580601,-103.548203,463.2552588908004,450
XP,S29,36.959099,-106.535202,US,AMTX,34.8837,-101.6808,494.2132179081301,400
NY,WGLY,63.22815,-123.45841,EO,KLRS,61.03095,-138.40663,812.3494032746697,839
NY,WGLY,63.22815,-123.45841,7C,MM26,63.081,-130.1928,338.4005510992833,704
NY,WGLY,63.22815,-123.45841,XJ,SNOW,56.8922,-132.3526,858.5645570453828,307
NY,WGLY,63.22815,-123.45841,NY,TGTN,61.5267,-128.27268,311.95290515438063,1902
NY,WGLY,63.22815,-123.45841,NY,MAYO,63.59581,-135.89209,619.1630725882709,1943
NY,WGLY,63.22815,-123.45841,ZQ,ETIP,58.443645,-133.990631,778.4825113211084,130
NY,WGLY,63.22815,-123.45841,RV,DEDWA,56.644562,-117.389069,805.5355535920444,1717
NY,WGLY,63.22815,-123.45841,XL,MG06,55.87212,-120.041481,840.0138499221957,469
NY,WGLY,63.22815,-123.45841,RV,SWHSA,54.899441,-116.751793,1001.0553536678519,1980
NY,WGLY,63.22815,-123.45841,PQ,NBC3,59.63716,-120.66875,425.8639831521257,1828
3H,G27,-0.183,-93.4209,3H,G44,-1.8313,-93.8518,189.4399198287228,438
3H,G27,-0.183,-93.4209,3H,G23,0.9001,-92.0216,196.75595088808865,441
3H,G27,-0.183,-93.4209,3H,G06,2.0564,-90.6769,393.7856707336783,438
3H,G27,-0.183,-93.4209,3H,G01,1.0132,-88.9369,516.0142345071042,439
3H,G27,-0.183,-93.4209,3H,G18,1.5202,-93.2519,190.31729884028888,443
3H,G27,-0.183,-93.4209,3H,G15,2.5843,-92.2501,334.1010343197384,442
3H,G27,-0.183,-93.4209,3H,G30,1.2999,-94.808,225.77663677723424,445
3H,G27,-0.183,-93.4209,8W,CBHM,-0.46906,-91.60975,203.88404409559064,232
YT,KOLR,-76.1544,-120.727,XH,RS17,-81.401604,-162.973801,1047.4133941506523,713
YT,KOLR,-76.1544,-120.727,XH,RS10,-79.278801,-155.467697,875.2718183413625,800
YT,KOLR,-76.1544,-120.727,YT,MPAT,-78.0297,-155.0221,863.1965816171527,2824
YT,KOLR,-76.1544,-120.727,YT,CLRK,-77.3231,-141.8485,550.8984556475426,2164
YT,KOLR,-76.1544,-120.727,YT,MA07,-78.2496,-93.4991,702.2438762959248,704
YT,KOLR,-76.1544,-120.727,YT,SILY,-77.1332,-125.966,172.9722477599252,2825
YT,KOLR,-76.1544,-120.727,1D,ELSW,-75.519371,-85.707581,941.3017550186604,280
YT,KOLR,-76.1544,-120.727,1D,PIG3,-75.084061,-97.474449,648.6128504270301,615
YT,KOLR,-76.1544,-120.727,YT,HOWD,-77.5286,-86.7694,860.2134505685881,2546
YT,KOLR,-76.1544,-120.727,YT,ST10,-75.8143,-129.7489,245.6345615932722,691
YT,KOLR,-76.1544,-120.727,YT,MA09,-79.8993,-104.9977,548.7331353195158,717
YT,KOLR,-76.1544,-120.727,YT,ST04,-80.7152,-116.5792,515.1774761440041,585
YT,KOLR,-76.1544,-120.727,YT,BENN,-84.5731,-117.3923,937.7841773590995,2321
YT,KOLR,-76.1544,-120.727,YT,ST07,-78.6388,-123.7953,286.0134588509542,723
YT,KOLR,-76.1544,-120.727,YT,MA06,-79.4397,-97.5587,648.7747523080839,702
YT,KOLR,-76.1544,-120.727,YT,ST02,-82.069,-109.1247,698.1473262960219,615
YT,KOLR,-76.1544,-120.727,YT,STEW,-84.1863,-86.2349,1070.027590634192,1311
YT,KOLR,-76.1544,-120.727,YT,UPTW,-77.5781,-109.0374,334.30109825325906,2359
3A,L107,-39.333099,-71.788849,GT,PLCA,-40.73277,-70.55083,187.96499547483901,128
3A,L107,-39.333099,-71.788849,XY,U54B,-35.545898,-71.359703,422.8174228887118,128
3A,L107,-39.333099,-71.788849,XY,U72B,-33.978699,-71.812401,595.386637248814,99
IU,ULN,47.8651,107.0532,II,TLY,51.6807,103.6438,489.72348109637176,2296
IU,ULN,47.8651,107.0532,XG,MJPU,40.666698,115.683701,1053.6294441055709,114
ZA,B26,7.5382,-144.945801,ZA,B06,9.7074,-147.748093,391.25396878772483,388
YS,PL37,19.8234,-160.047501,YS,PL38,19.9863,-162.025604,207.60547486626047,415
YS,PL37,19.8234,-160.047501,YS,PL46,24.312099,-156.9646,591.5811443848952,392
YS,PL37,19.8234,-160.047501,YS,PL41,24.573799,-158.933105,540.5267729558283,392
YS,PL37,19.8234,-160.047501,YS,PL69,16.3484,-157.700806,459.1399455173833,390
YS,PL37,19.8234,-160.047501,YS,PL40,23.9972,-161.095001,476.5127847212829,393
YS,PL37,19.8234,-160.047501,YS,NGOK,22.122999,-159.664993,258.7693343460144,417
YS,PL37,19.8234,-160.047501,YS,PL67,16.162001,-156.206604,575.0435348491274,387
YS,PL37,19.8234,-160.047501,YS,PL70,15.574,-158.982498,485.7861448566982,377
YS,PL37,19.8234,-160.047501,YS,MRKH,21.108999,-157.270004,322.7249795190699,148
YS,PL37,19.8234,-160.047501,YS,PL45,24.2006,-154.811996,726.6111003321694,327
YS,PL37,19.8234,-160.047501,YS,PL61,16.737801,-151.637604,951.7207892212475,387
YS,PL37,19.8234,-160.047501,YS,PL62,14.6891,-151.6866,1055.177205836314,391
